,Num,time,cummCO2
1,1,0,7.850877341
2,1,1.284722222,22.70437662
3,1,4.364583333,55.07340184
4,1,5.34375,61.49601796
5,1,6.395833333,66.61474776
6,1,7.333333333,70.39560518
7,1,8.333333333,74.08810061
8,1,11.375,83.31798134
9,1,13.04166667,87.17334242
10,1,14.46875,89.88528299
11,1,15.39583333,91.48801848
12,1,19.125,96.88237356
13,1,22.13541667,100.4247974
14,1,26.04166667,104.2200308
15,1,28.97916667,106.6759443
16,1,31.97916667,108.8916533
17,1,36.07291667,111.5985529
18,1,40.07291667,113.9900488
19,1,46.08333333,117.1839391
20,1,63.08333333,124.9351144
21,1,69.34375,127.2605963
22,1,76.0625,129.4483778
23,1,82.08333333,131.3119741
24,1,94.125,134.7487471
25,1,98.02083333,135.807842
26,1,112.0208333,139.5025474
27,1,119.2291667,141.2563553
28,1,126.25,142.9124303
29,1,133.3263889,144.5678638
30,3,0,5.365214558
31,3,1.284722222,17.99541659
32,3,4.364583333,50.10689493
33,3,5.34375,57.72385242
34,3,6.395833333,64.75602428
35,3,7.333333333,70.78104335
36,3,8.333333333,76.95747842
37,3,11.375,92.39367329
38,3,13.04166667,98.90942779
39,3,14.46875,103.7378371
40,3,15.39583333,106.8053294
41,3,19.125,117.2753725
42,3,22.13541667,123.6410664
43,3,26.04166667,130.6146899
44,3,28.97916667,135.3449131
45,3,31.97916667,139.5954788
46,3,36.07291667,144.8500986
47,3,40.07291667,149.3925721
48,3,46.08333333,155.1076419
49,3,63.08333333,167.6592352
50,3,69.34375,171.4392493
51,3,76.0625,175.0675617
52,3,82.08333333,178.0010235
53,3,94.125,183.0176131
54,3,98.02083333,184.4749084
55,3,112.0208333,189.3087905
56,3,119.2291667,191.5124616
57,3,126.25,193.523566
58,3,133.3263889,195.4211481
59,4,0,4.299879484
60,4,1.284722222,9.749364924
61,4,4.364583333,18.05979487
62,4,5.34375,20.00842307
63,4,6.395833333,21.96763738
64,4,7.333333333,23.73929991
65,4,8.333333333,25.61269866
66,4,11.375,30.80462534
67,4,13.04166667,33.37222777
68,4,14.46875,35.36135957
69,4,15.39583333,36.52693783
70,4,19.125,40.68139487
71,4,22.13541667,43.50388265
72,4,26.04166667,46.79669515
73,4,28.97916667,49.07018155
74,4,31.97916667,51.18669112
75,4,36.07291667,53.84223778
76,4,40.07291667,56.19228656
77,4,46.08333333,59.37244769
78,4,63.08333333,67.05572508
79,4,69.34375,69.5996524
80,4,76.0625,72.25025277
81,4,82.08333333,74.62403803
82,4,94.125,79.0436142
83,4,98.02083333,80.41490459
84,4,112.0208333,85.85232936
85,4,119.2291667,88.65082473
86,4,126.25,91.23066553
87,4,133.3263889,93.73518036
88,5,0,6.581171885
89,5,1.284722222,19.54977397
90,5,4.364583333,47.34909484
91,5,5.34375,52.52249155
92,5,6.395833333,57.06636623
93,5,7.333333333,60.65103124
94,5,8.333333333,64.1990629
95,5,11.375,73.48608796
96,5,13.04166667,77.8047529
97,5,14.46875,81.21283694
98,5,15.39583333,83.31101922
99,5,19.125,91.17928172
100,5,22.13541667,96.71677823
101,5,26.04166667,103.3621441
102,5,28.97916667,108.1559378
103,5,31.97916667,112.6593015
104,5,36.07291667,118.4652251
105,5,40.07291667,123.70232
106,5,46.08333333,130.391985
107,5,63.08333333,147.359891
108,5,69.34375,153.7266175
109,5,76.0625,160.4150791
110,5,82.08333333,166.4006556
111,5,94.125,177.2524713
112,5,98.02083333,180.5247221
113,5,112.0208333,192.7263193
114,5,119.2291667,198.5804493
115,5,126.25,203.8172525
116,5,133.3263889,208.7399063
117,6,0,4.540464587
118,6,1.284722222,13.12381103
119,6,4.364583333,32.15116417
120,6,5.34375,36.90327034
121,6,5.354166667,35.71261173
122,6,6.395833333,39.80588728
123,6,7.333333333,43.01834784
124,6,8.333333333,46.31414958
125,6,11.375,55.03991811
126,6,13.04166667,59.05461616
127,6,14.46875,62.03259328
128,6,15.39583333,63.74429744
129,6,19.125,69.57687665
130,6,22.13541667,73.32212645
131,6,26.04166667,77.46493555
132,6,28.97916667,80.10820859
133,6,31.97916667,82.45765514
134,6,36.07291667,85.3729765
135,6,40.07291667,87.82128525
136,6,46.08333333,91.02345112
137,6,63.08333333,98.40387745
138,6,69.34375,100.5955694
139,6,76.0625,102.7214803
140,6,82.08333333,104.5536981
141,6,94.125,107.9079745
142,6,98.02083333,108.9145892
143,6,112.0208333,112.5645784
144,6,119.2291667,114.337748
145,6,126.25,115.9488504
146,6,133.3263889,117.4948356
147,7,0,3.151516879
148,7,1.284722222,6.097008757
149,7,4.364583333,10.70210014
150,7,5.354166667,11.90130974
151,7,6.395833333,13.05417847
152,7,7.333333333,14.06201048
153,7,8.333333333,15.09310399
154,7,11.375,17.85271954
155,7,13.04166667,19.16500449
156,7,14.46875,20.19906241
157,7,15.39583333,20.80852166
158,7,19.125,23.05207183
159,7,22.13541667,24.70341341
160,7,26.04166667,26.73038583
161,7,28.97916667,28.18432184
162,7,31.97916667,29.55025081
163,7,36.07291667,31.24561829
164,7,40.07291667,32.74675436
165,7,46.08333333,35.30797409
166,7,46.10416667,33.84150165
167,7,63.08333333,40.97841865
168,7,63.10416667,39.04407726
169,7,69.34375,42.93643947
170,7,69.36111111,40.88696881
171,7,76.0625,44.92924832
172,7,76.08333333,42.81656346
173,7,82.08333333,46.05413011
174,7,94.125,50.47100104
175,7,94.14583333,48.15584209
176,7,98.02083333,51.64936067
177,7,98.04166667,49.32489834
178,7,112.0208333,56.18921353
179,7,112.0416667,53.68724386
180,7,119.2291667,58.5043381
181,7,119.25,55.97834983
182,7,126.25,60.67119131
183,7,126.2708333,58.20167934
184,7,133.3263889,62.78861395
185,7,133.3333333,60.43717051
186,8,0,5.655805566
187,8,1.284722222,13.51925362
188,8,4.364583333,26.32548475
189,8,5.354166667,28.60735519
190,8,6.395833333,30.77528986
191,8,7.333333333,32.58760006
192,8,8.333333333,34.37287558
193,8,11.375,39.39670081
194,8,13.04166667,41.90678776
195,8,14.46875,43.9043378
196,8,15.39583333,45.1348006
197,8,19.125,49.88171013
198,8,22.13541667,53.5768506
199,8,26.04166667,58.12434035
200,8,28.97916667,61.39836054
201,8,31.97916667,64.67550963
202,8,36.07291667,69.00512323
203,8,40.07291667,72.8996544
204,8,46.10416667,78.25713708
205,8,63.10416667,92.61790238
206,8,69.36111111,97.74827969
207,8,76.08333333,102.8439077
208,8,82.08333333,107.1756932
209,8,94.14583333,115.2622507
210,8,98.04166667,117.6814245
211,8,112.0416667,125.8958677
212,8,119.25,129.8481703
213,8,126.2708333,133.3105817
214,8,133.3333333,136.6982348
215,9,0,2.580578717
216,9,1.263888889,6.050123621
217,9,4.34375,13.31752174
218,9,5.333333333,15.34552742
219,9,6.375,17.45469426
220,9,7.3125,19.30031675
221,9,8.3125,21.1494228
222,9,11.35416667,26.70957961
223,9,13.02083333,29.70900711
224,9,14.44791667,32.23194011
225,9,15.375,33.83706537
226,9,19.10416667,40.07682987
227,9,22.11458333,44.9835208
228,9,26.02083333,51.45305242
229,9,28.95833333,56.410596
230,9,31.95833333,61.47218705
231,9,36.05208333,68.40256401
232,9,40.05208333,74.91943737
233,9,46.08333333,83.45547027
234,9,63.08333333,113.9034683
235,9,69.34027778,127.5475738
236,9,76.0625,139.6484769
237,9,82.0625,148.6967426
238,9,94.125,163.6999196
239,9,98.02083333,167.8740605
240,9,112.0208333,181.9621402
241,9,119.2291667,188.6415036
242,9,126.25,194.8886412
243,9,133.3125,201.1520018
244,10,0,0.164527191
245,10,1.666666667,1.000252425
246,10,3.09375,1.705255458
247,10,4.047222222,2.121640732
248,10,7.75,3.601889967
249,10,10.76041667,4.799452299
250,10,14.66666667,6.350904604
251,10,17.625,7.108021398
252,10,17.67708333,7.758724014
253,10,20.60416667,8.739458564
254,10,24.70833333,10.43138273
255,10,28.71875,12.00828479
256,10,34.72916667,14.32407184
257,10,51.72916667,20.50693248
258,10,57.98611111,22.41773747
259,10,64.70833333,24.246502
260,10,70.70833333,25.83820368
261,10,82.77083333,28.73335589
262,10,86.66666667,29.56458447
263,10,100.6666667,32.29332546
264,10,107.875,33.6319468
265,10,114.8958333,35.00327214
266,10,121.9583333,36.35972049
267,10,132.7291667,38.47967052
268,11,0,0.707268697
269,11,0.929166667,1.107312014
270,11,4.631944444,2.57856691
271,11,7.642361111,3.73255715
272,11,11.54861111,5.202594401
273,11,14.50694444,6.257496884
274,11,17.48611111,7.335206804
275,11,21.59027778,8.853581809
276,11,25.60069444,10.26822016
277,11,31.61111111,12.37798148
278,11,48.61111111,18.40675631
279,11,54.86805556,20.41430792
280,11,61.59027778,22.38403577
281,11,67.59027778,24.1418765
282,11,79.65277778,27.41019799
283,11,83.54861111,28.35884579
284,11,97.54861111,31.46637189
285,11,104.7569444,32.96267049
286,11,111.7777778,34.46240241
287,11,118.8402778,35.90707752
288,11,129.6111111,38.05988957